product,months,country,sub country,area,value
Product 1,Jun,Ichalkaranji,India,Maharashtra,15530.577311283472
Product 1,Jun,Hyderabad,India,Telangana,36805.43972520226
Product 1,Jun,Hadagalli,India,Karnataka,42031.59908290568
Product 1,Jun,Husainābād,India,Jharkhand,45037.36377369561
Product 1,Jun,Hunsūr,India,Karnataka,32430.10285664119
Product 1,Jun,Hungund,India,Karnataka,32251.850879409732
Product 1,Jun,Hukeri,India,Karnataka,13351.102525280716
Product 1,Jun,Hugli,India,West Bengal,12311.24645323054
Product 1,Jun,Hubli,India,Karnataka,48052.6830243649
Product 1,Jun,Howli,India,Assam,28845.78553680889
Product 1,Jun,Hosūr,India,Tamil Nadu,47828.061897468775
Product 1,Jun,Hospet,India,Karnataka,11582.62926890787
Product 1,Jun,Hoskote,India,Karnataka,13597.235651070463
Product 1,Jun,Hoshangābād,India,Madhya Pradesh,32722.99539841357
Product 1,Jun,Hosdurga,India,Karnataka,43377.922037326374
Product 1,Jun,Honnāli,India,Karnataka,38654.55765557074
Product 1,Jun,Honāvar,India,Karnataka,46868.54797457735
Product 1,Jun,Homnābād,India,Karnataka,34981.70584794507
Product 1,Jun,Hole Narsipur,India,Karnataka,30955.074619550738
Product 1,Jun,Holalkere,India,Karnataka,10519.303531178004
Product 1,Jun,Hojāi,India,Assam,18415.767104825143
Product 1,Jun,Hodal,India,Haryana,33467.52227591665
Product 1,Jun,Hisuā,India,Bihar,35331.57712039209
Product 1,Jun,Hisar,India,Haryana,40023.41412343118
Product 1,Jun,Hiriyūr,India,Karnataka,27556.51560881918
Product 1,Jun,Hirekerūr,India,Karnataka,42888.483469206
Product 1,Jun,Hīrākud,India,Odisha,23764.782146949343
Product 1,Jun,Hinjilikatu,India,Odisha,43216.13995726928
Product 1,Jun,Hingoli,India,Maharashtra,11299.093419077311
Product 1,Jun,Hinganghāt,India,Maharashtra,17277.92264706685
Product 1,Jun,Hindupur,India,Andhra Pradesh,27062.449930765782
Product 1,Jun,Hindoria,India,Madhya Pradesh,23950.53332926375
Product 1,Jun,Hindaun,India,Rajasthan,28245.39433926958
Product 1,Jun,Himatnagar,India,Gujarat,48697.35666560036
Product 1,Jun,Hilsa,India,Bihar,20212.60630847218
Product 1,Jun,Hazārībāg,India,Jharkhand,19949.70595973931
Product 1,Jun,Hāveri,India,Karnataka,47660.81588977807
Product 1,Jun,Hatta,India,Madhya Pradesh,16489.865283703934
Product 1,Jun,Hāthras,India,Uttar Pradesh,18881.46876537893
Product 1,Jun,Hastināpur,India,Uttar Pradesh,45513.085618355144
Product 1,Jun,Hassan,India,Karnataka,34976.07732548387
Product 1,Jun,Hāsimāra,India,West Bengal,10912.757959713284
Product 1,Jun,Hasanpur,India,Uttar Pradesh,31862.506111636827
Product 1,Jun,Harūr,India,Tamil Nadu,35425.3475538412
Product 1,Jun,Harsūd,India,Madhya Pradesh,33545.33435552977
Product 1,Jun,Harpanahalli,India,Karnataka,46507.6212374874
Product 1,Jun,Harpālpur,India,Madhya Pradesh,35453.299630789305
Product 1,Jun,Hārij,India,Gujarat,44402.76992231484
Product 1,Jun,Harihar,India,Karnataka,14207.691293699876
Product 1,Jun,Haridwar,India,Uttarakhand,32930.84451491397
Product 1,Jun,Hardoī,India,Uttar Pradesh,28539.018681216497
Product 1,Jun,Harda Khās,India,Madhya Pradesh,10873.523545875567
Product 1,Jun,Hāpur,India,Uttar Pradesh,32943.701922497276
Product 1,Jun,Hāora,India,West Bengal,17224.679642376213
Product 1,Jun,Hanumāngarh,India,Rajasthan,46713.83889966336
Product 1,Jun,Hānsi,India,Haryana,16327.24976439074
Product 1,Jun,Hāngal,India,Karnataka,25234.281503126804
Product 1,Jun,Handiā,India,Uttar Pradesh,39236.38104324637
Product 1,Jun,Hamīrpur,India,Himachal Pradesh,15025.01850586226
Product 1,Jun,Hamīrpur,India,Uttar Pradesh,34238.47984373264
Product 1,Jun,Halvad,India,Gujarat,44487.57122997252
Product 1,Jun,Hālol,India,Gujarat,37008.79176084426
Product 1,Jun,Haliyal,India,Karnataka,20065.55227045242
Product 1,Jun,Hālīsahar,India,West Bengal,23640.84590239419
Product 1,Jun,Haldwani,India,Uttarakhand,30221.957670447282
Product 1,Jun,Haldaur,India,Uttar Pradesh,35084.645905358506
Product 1,Jun,Hājo,India,Assam,20705.225985693156
Product 1,Jun,Hājīpur,India,Bihar,39750.723396539266
Product 1,Jun,Hailākāndi,India,Assam,17154.182022701054
Product 1,Jun,Hāflong,India,Assam,22217.897825289423
Product 1,Jun,Hadgāon,India,Maharashtra,16746.497036126097
Product 1,Jun,Hābra,India,West Bengal,33378.88559135564
Product 1,Jun,Gwalior,India,Madhya Pradesh,18113.24507191448
Product 1,Jun,Guskhara,India,West Bengal,12007.844140622925
Product 1,Jun,Guruvāyūr,India,Kerala,33082.87505497298
Product 1,Jun,Guru Har Sahāi,India,Punjab,23133.711549992724
Product 1,Jun,Gursarāi,India,Uttar Pradesh,42165.26838879085
Product 1,Jun,Gursahāiganj,India,Uttar Pradesh,45915.06215930541
Product 1,Jun,Gurmatkāl,India,Karnataka,16745.375146259612
Product 1,Jun,Gurgaon,India,Haryana,12978.935000258272
Product 1,Jun,Gunupur,India,Odisha,43940.48181654296
Product 1,Jun,Guntūr,India,Andhra Pradesh,23638.18728480612
Product 1,Jun,Guntakal Junction,India,Andhra Pradesh,16562.296408597853
Product 1,Jun,Gunnaur,India,Uttar Pradesh,22868.67383292418
Product 1,Jun,Gundlupet,India,Karnataka,16667.280428508075
Product 1,Jun,Guna,India,Madhya Pradesh,43180.55631910248
Product 1,Jun,Gummidipundi,India,Tamil Nadu,15894.572707779862
Product 1,Jun,Gumla,India,Chhattisgarh,33794.22320204599
Product 1,Jun,Gumia,India,Jharkhand,45504.404595869855
Product 1,Jun,Guledagudda,India,Karnataka,49843.384216505976
Product 1,Jun,Gulbarga,India,Karnataka,35542.95286263527
Product 1,Jun,Gulāothi,India,Uttar Pradesh,45860.935374364606
Product 1,Jun,Gulābpura,India,Rajasthan,33330.86763435617
Product 1,Jun,Gūduvāncheri,India,Tamil Nadu,42664.4028771717
Product 1,Jun,Gūdūr,India,Andhra Pradesh,30287.229657160984
Product 1,Jun,Gudiyatham,India,Tamil Nadu,12078.23219874192
Product 1,Jun,Gudivāda,India,Andhra Pradesh,21164.656846048085
Product 1,Jun,Gudalur,India,Tamil Nadu,40209.414525996326
Product 1,Jun,Gubbi,India,Karnataka,42229.64363176758
Product 1,Jun,Goyerkāta,India,West Bengal,36502.86010285322
Product 1,Jun,Govardhan,India,Uttar Pradesh,41770.953833407126
Product 1,Jun,Gosāba,India,West Bengal,43311.510853989115
Product 1,Jun,Gorakhpur,India,Haryana,21854.053880303567
Product 1,Jun,Gorakhpur,India,Uttar Pradesh,34345.23861217276
Product 1,Jun,Gobichettipalayam,India,Tamil Nadu,23822.92242657411
Product 1,Jun,Gopālganj,India,Bihar,28038.56234453394
Product 1,Jun,Gondiā,India,Maharashtra,37806.527843476746
Product 1,Jun,Gondal,India,Gujarat,26756.091546907886
Product 1,Jun,Gondā City,India,Uttar Pradesh,39979.629053536955
Product 1,Jun,Gomoh,India,Jharkhand,34403.99752129021
Product 1,Jun,Gola Gokarannāth,India,Uttar Pradesh,32980.38392913065
Product 1,Jun,Golāghāt,India,Assam,40130.77166638394
Product 1,Jun,Gokarna,India,Karnataka,17054.91532013988
Product 1,Jun,Gokak,India,Karnataka,40580.64129944224
Product 1,Jun,Gohāna,India,Haryana,16241.51423449791
Product 1,Jun,Gohadi,India,Madhya Pradesh,17134.936632453206
Product 1,Jun,Godhra,India,Gujarat,10922.713325287692
Product 1,Jun,Godda,India,Jharkhand,48304.53809236077
Product 1,Jun,Gobindpur,India,Jharkhand,10606.503203715452
Product 1,Jun,Gobārdānga,India,West Bengal,42990.64739257715
Product 1,Jun,Goālpāra,India,Assam,38406.80581155216
Product 1,Jun,Girīdīh,India,Jharkhand,20216.418596264684
Product 1,Jun,Gingee,India,Tamil Nadu,23398.82013286248
Product 1,Jun,Giddarbāha,India,Punjab,11551.303732578004
Product 1,Jun,Giddalūr,India,Andhra Pradesh,15238.659704866011
Product 1,Jun,Ghugus,India,Maharashtra,41120.29459640076
Product 1,Jun,Ghoti Budrukh,India,Maharashtra,36524.74401016523
Product 1,Jun,Ghosī,India,Uttar Pradesh,20829.07015078648
Product 1,Jun,Ghazīpur,India,Uttar Pradesh,35487.734987306496
Product 1,Jun,Ghāziābād,India,Uttar Pradesh,43662.283449337134
Product 1,Jun,Ghātsīla,India,Jharkhand,15503.767922151033
Product 1,Jun,Ghātanji,India,Maharashtra,47829.50710195967
Product 1,Jun,Ghātampur,India,Uttar Pradesh,24455.206088211537
Product 1,Jun,Ghātāl,India,West Bengal,31055.13625719598
Product 1,Jun,Gharaunda,India,Haryana,12778.110588291689
Product 1,Jun,Gevrai,India,Maharashtra,23194.72652953401
Product 1,Jun,Gaya,India,Bihar,38873.97962603583
Product 1,Jun,Gauripur,India,Assam,45000.002295382685
Product 1,Jun,Goribidnūr,India,Karnataka,46492.41324657911
Product 1,Jun,Guwahati,India,Assam,14814.138860702926
Product 1,Jun,Garhwa,India,Jharkhand,42336.09045182439
Product 1,Jun,Garui,India,West Bengal,45749.4797240743
Product 1,Jun,Gariadhar,India,Gujarat,31698.396043504137
Product 1,Jun,Garhshankar,India,Punjab,39126.563742599246
Product 1,Jun,Garhmuktesar,India,Uttar Pradesh,34038.636871797695
Product 1,Jun,Garhākota,India,Madhya Pradesh,20722.052326937872
Product 1,Jun,Gannavaram,India,Andhra Pradesh,26684.826720463057
Product 1,Jun,Gangtok,India,Sikkim,36563.971201287015
Product 1,Jun,Gangolli,India,Karnataka,27117.963085946285
Product 1,Jun,Gangoh,India,Uttar Pradesh,21970.86077980986
Product 1,Jun,Gangāwati,India,Karnataka,35128.33002417268
Product 1,Jun,Gangārāmpur,India,West Bengal,49012.18461905151
Product 1,Jun,Gangāpur,India,Rajasthan,33107.25563572331
Product 1,Jun,Gangāpur,India,Rajasthan,14881.226962238357
Product 1,Jun,Gangāpur,India,Maharashtra,26714.310069157942
Product 1,Jun,Gangānagar,India,Rajasthan,26792.66272392719
Product 1,Jun,Gangākher,India,Maharashtra,18452.542035991657
Product 1,Jun,Ghandinagar,India,Gujarat,26971.838963553524
Product 1,Jun,Gāndhīdhām,India,Gujarat,16593.904079302934
Product 1,Jun,Gandevi,India,Gujarat,23220.036302231532
Product 1,Jun,Gāndarbal,India,Kashmir,48025.34986770539
Product 1,Jun,Gajraula,India,Uttar Pradesh,23796.347504976635
Product 1,Jun,Gajendragarh,India,Karnataka,26858.000708685504
Product 1,Jun,Gadwāl,India,Telangana,35284.71254819866
Product 1,Jun,Gadhinglaj,India,Maharashtra,46079.84443168941
Product 1,Jun,Gadhada,India,Gujarat,10510.12607095073
Product 1,Jun,Gādarwāra,India,Madhya Pradesh,11590.838707230952
Product 1,Jun,Gadag,India,Karnataka,14315.40886243261
Product 1,Jun,Fort Gloster,India,West Bengal,47155.2079125824
Product 1,Jun,Forbesganj,India,Bihar,35384.27024469957
Product 1,Jun,Fīrozpur Jhirka,India,Haryana,46336.11115940477
Product 1,Jun,Ferozepore,India,Punjab,41955.08326529576
Product 1,Jun,Fīrozābād,India,Uttar Pradesh,15421.816162610994
Product 1,Jun,Ferokh,India,Kerala,38499.28910688553
Product 1,Jun,Fāzilka,India,Punjab,42592.0354172011
Product 1,Jun,Fatwa,India,Bihar,31475.317096144783
Product 1,Jun,Fatehpur Sīkri,India,Uttar Pradesh,38520.00238441034
Product 1,Jun,Fatehpur,India,Rajasthan,35266.378960776245
Product 1,Jun,Fatehpur,India,Uttar Pradesh,44064.58875039671
Product 1,Jun,Fatehpur,India,Uttar Pradesh,34027.36840826428
Product 1,Jun,Fatehgarh Chūriān,India,Punjab,45002.38489961595
Product 1,Jun,Fatehganj West,India,Uttar Pradesh,47824.36042879225
Product 1,Jun,Fatehābād,India,Haryana,45827.12807153551
Product 1,Jun,Fatehābād,India,Uttar Pradesh,43602.30080237985
Product 1,Jun,Farrukhnagar,India,Telangana,43475.17147078407
Product 1,Jun,Farrukhābād,India,Uttar Pradesh,17999.919384499794
Product 1,Jun,Farīdpur,India,Uttar Pradesh,32009.469561398022
Product 1,Jun,Farīdkot,India,Punjab,17045.61793195056
Product 1,Jun,Farīdābād,India,Haryana,34785.29459458725
Product 1,Jun,Farakka,India,West Bengal,38183.423229065666
Product 1,Jun,Fālākāta,India,West Bengal,45200.40427017846
Product 1,Jun,Faizpur,India,Maharashtra,42418.36367309439
Product 1,Jun,Fyzābād,India,Uttar Pradesh,26908.03297437907
Product 1,Jun,Etāwah,India,Uttar Pradesh,45997.471044220416
Product 1,Jun,Erraguntla,India,Andhra Pradesh,25053.262185813088
Product 1,Jun,Erode,India,Tamil Nadu,48984.95913947619
Product 1,Jun,Erāttupetta,India,Kerala,35647.74549230689
Product 1,Jun,Erandol,India,Maharashtra,49500.67739444014
Product 1,Jun,Emmiganūr,India,Andhra Pradesh,38718.96572558831
Product 1,Jun,Ellore,India,Andhra Pradesh,48438.879295840714
Product 1,Jun,Elūr,India,Kerala,44665.74849221281
Product 1,Jun,Ellenabad,India,Haryana,18883.908746054567
Product 1,Jun,Elamanchili,India,Andhra Pradesh,11795.991381634438
Product 1,Jun,Egra,India,West Bengal,44182.18145839465
Product 1,Jun,Dwārka,India,Gujarat,28138.421319356778
Product 1,Jun,Durgapur,India,West Bengal,15997.474295404074
Product 1,Jun,Durgāpur,India,Maharashtra,11158.573482645284
Product 1,Jun,Durg,India,Chhattisgarh,40887.423330287296
Product 1,Jun,Dūngarpur,India,Rajasthan,32241.018690917266
Product 1,Jun,Ganj Dundwāra,India,Uttar Pradesh,22758.066524451853
Product 1,Jun,Dumraon,India,Bihar,28472.37553660512
Product 1,Jun,Dumra,India,Bihar,27426.127580453245
Product 1,Jun,Dumka,India,Jharkhand,19423.57418527415
Product 1,Jun,Dum Duma,India,Assam,21210.777542123127
Product 1,Jun,Dam Dam,India,West Bengal,36971.920109216175
Product 1,Jun,Duliāgaon,India,Assam,11829.742142549025
Product 1,Jun,Dugda,India,Jharkhand,31153.675155749675
Product 1,Jun,Dubrājpur,India,West Bengal,24693.750751917818
Product 1,Jun,Dornakal,India,Telangana,43317.75176154561
Product 1,Jun,Dorāha,India,Punjab,22625.21302987187
Product 1,Jun,Dongargarh,India,Chhattisgarh,17037.01922780641
Product 1,Jun,Dondaicha,India,Maharashtra,31821.039637113565
Product 1,Jun,Dombivli,India,Maharashtra,38023.28422543754
Product 1,Jun,Dod Ballāpur,India,Karnataka,29574.404685330348
Product 1,Jun,Doda,India,Kashmir,18371.560727654312
Product 1,Jun,Diu,India,Daman and Diu,29425.433899732445
Product 1,Jun,Dīsa,India,Gujarat,27543.167309046374
Product 1,Jun,Diphu,India,Assam,44709.99815335958
Product 1,Jun,Dīnhāta,India,West Bengal,25022.201891715045
Product 1,Jun,Dindori,India,Madhya Pradesh,15454.204667249556
Product 1,Jun,Dindigul,India,Tamil Nadu,30286.96647823554
Product 1,Jun,Dīnānagar,India,Punjab,29575.34721557015
Product 1,Jun,Dimāpur,India,Nagaland,23679.321590833115
Product 1,Jun,Digras,India,Maharashtra,11006.69944550563
Product 1,Jun,Dīglūr,India,Maharashtra,40471.20053605992
Product 1,Jun,Dighwāra,India,Bihar,37227.754849102756
Product 1,Jun,Digboi,India,Assam,15262.872873938206
Product 1,Jun,Dīg,India,Rajasthan,15386.642559628755
Product 1,Jun,Dīdwāna,India,Rajasthan,38820.38490151816
Product 1,Jun,Dicholi,India,Goa,49415.85366364737
Product 1,Jun,Dibrugarh,India,Assam,19909.381872269245
Product 1,Jun,Dibai,India,Uttar Pradesh,43597.05660368934
Product 1,Jun,Diamond Harbour,India,West Bengal,32501.988921033397
Product 1,Jun,Dhūri,India,Punjab,20210.659908343012
Product 1,Jun,Dhupgāri,India,West Bengal,17503.33539313065
Product 1,Jun,Dhuliān,India,West Bengal,40420.99372531437
Product 1,Jun,Dhūlia,India,Maharashtra,12918.66635812795
Product 1,Jun,Dhuburi,India,Assam,48418.17041083095
Product 1,Jun,Dhrol,India,Gujarat,29396.783757549238
Product 1,Jun,Dhrāngadhra,India,Gujarat,36556.371845019814
Product 1,Jun,Dhorāji,India,Gujarat,25034.65977228003
Product 1,Jun,Dhone,India,Andhra Pradesh,48051.66358078653
Product 1,Jun,Dholka,India,Gujarat,15074.756394902372
Product 1,Jun,Dhing,India,Assam,40423.115251893876
Product 1,Jun,Dhenkānāl,India,Odisha,14588.568405125545
Product 1,Jun,Dhekiajuli,India,Assam,42659.88988537925
Product 1,Jun,Dhaurahra,India,Uttar Pradesh,16589.05717502467
Product 1,Jun,Dhaulpur,India,Rajasthan,15785.525596578642
Product 1,Jun,Dhārūr,India,Maharashtra,21099.525330884993
Product 1,Jun,Dhāruhera,India,Haryana,11387.71109385207
Product 1,Jun,Dharmsāla,India,Himachal Pradesh,20663.87880549102
Product 1,Jun,Dharmavaram,India,Andhra Pradesh,36744.995328924895
Product 1,Jun,Dharmapuri,India,Tamil Nadu,45453.603130017684
Product 1,Jun,Dharmanagar,India,Tripura,23869.329120394625
Product 1,Jun,Dharmadam,India,Kerala,19626.020285080187
Product 1,Jun,Dharmābād,India,Maharashtra,42687.58818278393
Product 1,Jun,Dhāriwāl,India,Punjab,37222.32890661458
Product 1,Jun,Dhāri,India,Gujarat,34570.1490809879
Product 1,Jun,Dharapuram,India,Tamil Nadu,49112.41836231377
Product 1,Jun,Dharangaon,India,Maharashtra,25127.410916239416
Product 1,Jun,Dharampur,India,Gujarat,17574.835932138467
Product 1,Jun,Dhār,India,Madhya Pradesh,20707.14249031913
Product 1,Jun,Dhanera,India,Gujarat,16799.17853722217
Product 1,Jun,Dhandhuka,India,Gujarat,28168.514055472515
Product 1,Jun,Dhanbād,India,Jharkhand,42513.69246322206
Product 1,Jun,Dhanaura,India,Uttar Pradesh,17239.47408161881
Product 1,Jun,Dhanaula,India,Punjab,33390.68485516652
Product 1,Jun,Dhamtari,India,Chhattisgarh,33463.902273168496
Product 1,Jun,Dhāmpur,India,Uttar Pradesh,49329.11883989956
Product 1,Jun,Dhāmnod,India,Madhya Pradesh,15089.537151055845
Product 1,Jun,Dhāka,India,Bihar,43613.66292582031
Product 1,Jun,Dewas,India,Madhya Pradesh,12557.425997292305
Product 1,Jun,Deoli,India,Rajasthan,11487.661961106807
Product 1,Jun,Devgarh,India,Rajasthan,49563.050505822466
Product 1,Jun,Devgadh Bāriya,India,Gujarat,32016.55107590475
Product 1,Jun,Devarkonda,India,Telangana,36025.279209462075
Product 1,Jun,Devanhalli,India,Karnataka,32063.333767299948
Product 1,Jun,Devakottai,India,Tamil Nadu,25907.104026066452
Product 1,Jun,Deūlgaon Rāja,India,Maharashtra,49028.094403475945
Product 1,Jun,Deshnoke,India,Rajasthan,33372.24497179001
Product 1,Jun,Depālpur,India,Madhya Pradesh,12253.859992989612
Product 1,Jun,Deori Khās,India,Madhya Pradesh,36853.956920512064
Product 1,Jun,Deoria,India,Uttar Pradesh,44124.44714489734
Product 1,Jun,Deoraniān,India,Uttar Pradesh,17004.695015702047
Product 1,Jun,Deoli,India,Maharashtra,45713.57522445669
Product 1,Jun,Deolāli,India,Maharashtra,21512.05862526596
Product 1,Jun,Deogarh,India,Odisha,17165.587859379433
Product 1,Jun,Deoband,India,Uttar Pradesh,23512.540821346476
Product 1,Jun,Denkanikota,India,Tamil Nadu,14033.484773668983
Product 1,Jun,Delhi,India,NCT,29061.342283876445
Product 1,Jun,Dehri,India,Bihar,42856.38591646299
Product 1,Jun,Dehra Dūn,India,Uttarakhand,43058.51226985614
Product 1,Jun,Dausa,India,Rajasthan,47207.29924777161
Product 1,Jun,Daund,India,Maharashtra,11667.887810407552
Product 1,Jun,Daudnagar,India,Bihar,33223.559585114424
Product 1,Jun,Dattāpur,India,Maharashtra,11206.328619565911
Product 1,Jun,Datia,India,Madhya Pradesh,36404.62739736337
Product 1,Jun,Dātāganj,India,Uttar Pradesh,11739.820090472329
Product 1,Jun,Dasūya,India,Punjab,17743.318025522494
Product 1,Jun,Dāsna,India,Uttar Pradesh,37817.86129140495
Product 1,Jun,Daryāpur,India,Maharashtra,45461.55987058561
Product 1,Jun,Dārwha,India,Maharashtra,36020.36258271143
Product 1,Jun,Dārjiling,India,West Bengal,15836.443427653108
Product 1,Jun,Darbhanga,India,Bihar,12193.319541377017
Product 1,Jun,Dandeli,India,Karnataka,20242.68873477426
Product 1,Jun,Dinapore,India,Bihar,14371.731703407251
Product 1,Jun,Damoh,India,Madhya Pradesh,25744.04014537074
Product 1,Jun,Dāmnagar,India,Gujarat,21066.551114368536
Product 1,Jun,Daman,India,Daman and Diu,25050.060765695343
Product 1,Jun,Daltonganj,India,Jharkhand,25906.70968731086
Product 1,Jun,Dalsingh Sarai,India,Bihar,31253.29748402346
Product 1,Jun,Dalkola,India,West Bengal,36028.71660321673
Product 1,Jun,Dākor,India,Gujarat,36618.287708337695
Product 1,Jun,Dohad,India,Gujarat,37829.70284002386
Product 1,Jun,Dahegām,India,Gujarat,47615.57326101462
Product 1,Jun,Dāhānu,India,Maharashtra,30526.005013866317
Product 1,Jun,Dādri,India,Uttar Pradesh,38525.94793444854
Product 1,Jun,Dabwāli,India,Haryana,23720.354525717412
Product 1,Jun,Dabra,India,Madhya Pradesh,11458.889679011532
Product 1,Jun,Daboh,India,Madhya Pradesh,10824.349839765493
Product 1,Jun,Dabhoi,India,Gujarat,37585.67010700734
Product 1,Jun,Cuttack,India,Odisha,42540.61864836092
Product 1,Jun,Curchorem,India,Goa,37876.27965082128
Product 1,Jun,Cuncolim,India,Goa,40222.249597501665
Product 1,Jun,Cumbum,India,Andhra Pradesh,20415.69848702356
Product 1,Jun,Cuddapah,India,Andhra Pradesh,33603.29602927739
Product 1,Jun,Cuddalore,India,Tamil Nadu,41416.704562062216
Product 1,Jun,Coondapoor,India,Karnataka,12470.57734096267
Product 1,Jun,Colonelganj,India,Uttar Pradesh,19784.764807728425
Product 1,Jun,Colgong,India,Bihar,21488.94971835331
Product 1,Jun,Calangute,India,Goa,16298.924153551503
Product 1,Jun,Coimbatore,India,Tamil Nadu,20328.281673858335
Product 1,Jun,Cochin,India,Kerala,46630.25481430381
Product 1,Jun,Clement Town,India,Uttarakhand,48815.51247850945
Product 1,Jun,Chūru,India,Rajasthan,27414.954350369997
Product 1,Jun,Churāchāndpur,India,Manipur,25435.243110584284
Product 1,Jun,Chunār,India,Uttar Pradesh,32676.814171921935
Product 1,Jun,Chotila,India,Gujarat,24716.471122473766
Product 1,Jun,Chopda,India,Maharashtra,47356.89222271399
Product 1,Jun,Chodavaram,India,Andhra Pradesh,36052.5365080321
Product 1,Jun,Rampachodavaram,India,Andhra Pradesh,21106.120729612223
Product 1,Jun,Chittūr,India,Kerala,20225.723372849592
Product 1,Jun,Chittaurgarh,India,Rajasthan,32428.810051355875
Product 1,Jun,Chittaranjan,India,West Bengal,26593.436711584825
Product 1,Jun,Chitradurga,India,Karnataka,15359.479341996022
Product 1,Jun,Chītāpur,India,Karnataka,23372.27640348189
Product 1,Jun,Chidawa,India,Rajasthan,16114.949845809744
Product 1,Jun,Chīrāla,India,Andhra Pradesh,41254.73068146631
Product 1,Jun,Chīpurupalle,India,Andhra Pradesh,37836.65170697657
Product 1,Jun,Chiplūn,India,Maharashtra,10972.757849724265
Product 1,Jun,Chintāmani,India,Karnataka,18306.461080831315
Product 1,Jun,Chinna Salem,India,Tamil Nadu,23332.07186024879
Product 1,Jun,Chinnamanūr,India,Tamil Nadu,41290.68309826036
Product 1,Jun,Chincholi,India,Karnataka,39993.077125846125
Product 1,Jun,Chillupār,India,Uttar Pradesh,48501.50584473734
Product 1,Jun,Chilakalūrupet,India,Andhra Pradesh,39972.6607481737
Product 1,Jun,Chikodi,India,Karnataka,23458.936097577458
Product 1,Jun,Chiknāyakanhalli,India,Karnataka,22458.752324461635
Product 1,Jun,Chikmagalūr,India,Karnataka,24230.74295015371
Product 1,Jun,Chikhli,India,Maharashtra,43498.0475510012
Product 1,Jun,Chik Ballāpur,India,Karnataka,26397.14138503635
Product 1,Jun,Chidambaram,India,Tamil Nadu,12521.913064886414
Product 1,Jun,Chicholi,India,Maharashtra,38527.77392327065
Product 1,Jun,Chhoti Sādri,India,Rajasthan,19092.537978597946
Product 1,Jun,Chhota Udepur,India,Gujarat,36437.28621426795
Product 1,Jun,Chhindwāra,India,Madhya Pradesh,22356.71939990788
Product 1,Jun,Chhibrāmau,India,Uttar Pradesh,13554.969843470408
Product 1,Jun,Chhatarpur,India,Madhya Pradesh,31752.397073580534
Product 1,Jun,Chhātāpur,India,Bihar,35604.61012568933
Product 1,Jun,Chhāta,India,Uttar Pradesh,29050.757416728644
Product 1,Jun,Chharra,India,Uttar Pradesh,48810.667319943714
Product 1,Jun,Chhaprauli,India,Uttar Pradesh,42734.106398619
Product 1,Jun,Chāpra,India,Bihar,29870.174660164466
Product 1,Jun,Chhāpar,India,Rajasthan,18912.088552695146
Product 1,Jun,Chhala,India,Gujarat,37295.51777409378
Product 1,Jun,Chhabra,India,Rajasthan,20997.382667481485
Product 1,Jun,Chettipālaiyam,India,Tamil Nadu,21504.85245276858
Product 1,Jun,Chetput,India,Tamil Nadu,43188.20387890424
Product 1,Jun,Chennimalai,India,Tamil Nadu,49084.14693909472
Product 1,Jun,Chengannūr,India,Kerala,28126.524757992764
Product 1,Jun,Chengam,India,Tamil Nadu,22157.885023210798
Product 1,Jun,Chengalpattu,India,Tamil Nadu,12626.969582225742
Product 1,Jun,Chāvakkād,India,Kerala,40627.29830302358
Product 1,Jun,Chaksu,India,Rajasthan,39294.352052040034
Product 1,Jun,Chatrapur,India,Odisha,40700.96814552177
Product 1,Jun,Chatra,India,Jharkhand,37856.380413537954
Product 1,Jun,Chās,India,Jharkhand,48108.33974171845
Product 1,Jun,Charthāwal,India,Uttar Pradesh,17649.168711569408
Product 1,Jun,Charkhi Dādri,India,Haryana,26457.26732746008
Product 1,Jun,Charkhāri,India,Uttar Pradesh,22240.567738494297
Product 1,Jun,Chāpar,India,Assam,18127.805356058398
Product 1,Jun,Channarāyapatna,India,Karnataka,36638.816803340254
Product 1,Jun,Channapatna,India,Karnataka,29283.652757195257
Product 1,Jun,Channagiri,India,Karnataka,48087.47688511889
Product 1,Jun,Changanācheri,India,Kerala,48841.7648288596
Product 1,Jun,Chāndor,India,Maharashtra,24272.001187296788
Product 1,Jun,Chāndūr Bāzār,India,Maharashtra,31599.612395479955
Product 1,Jun,Chāndūr,India,Maharashtra,30808.47535026792
Product 1,Jun,Chāndur,India,Maharashtra,33410.78954380439
Product 1,Jun,Chānda,India,Maharashtra,32419.493355608385
Product 1,Jun,Chandrakona,India,West Bengal,44414.29318647159
Product 1,Jun,Chāndpur,India,Uttar Pradesh,24101.71108764593
Product 1,Jun,Chandigarh,India,Chandigarh,32104.36424702121
Product 1,Jun,Chanderi,India,Madhya Pradesh,34374.52281368144
Product 1,Jun,Chanduasi,India,Uttar Pradesh,41385.761391914544
Product 1,Jun,Chandauli,India,Uttar Pradesh,18873.409224051487
Product 1,Jun,Chandannagar,India,West Bengal,43393.44049874104
Product 1,Jun,Chānasma,India,Gujarat,14170.343946195444
Product 1,Jun,Chamrajnagar,India,Karnataka,47999.04500849619
Product 1,Jun,Chāmpa,India,Chhattisgarh,23286.106611226947
Product 1,Jun,Chamba,India,Himachal Pradesh,14527.932426427811
Product 1,Jun,Challapalle,India,Andhra Pradesh,30808.867156125307
Product 1,Jun,Challakere,India,Karnataka,26510.21944094741
Product 1,Jun,Chālisgaon,India,Maharashtra,26440.947094104602
Product 1,Jun,Chalāla,India,Gujarat,13323.779467010963
